INFO 2026-03-18 19:12:38,187 autoreload Watching for file changes with StatReloader
INFO 2026-03-19 20:50:17,706 basehttp "GET /media/profiles/portfolio-3.jpg HTTP/1.1" 304 0
INFO 2026-03-19 20:50:49,932 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 20:50:49,942 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 20:50:49,955 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 20:50:49,982 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 20:50:49,983 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 20:50:50,007 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 20:50:50,042 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 20:50:50,044 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 20:50:57,574 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 20:50:57,602 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 20:50:57,603 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 20:50:57,615 basehttp "GET /api/products/featured/ HTTP/1.1" 200 654
INFO 2026-03-19 20:50:57,630 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 20:50:57,713 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 20:50:57,714 basehttp "GET /api/products/featured/ HTTP/1.1" 200 654
INFO 2026-03-19 20:50:57,751 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 20:51:21,483 basehttp "OPTIONS /api/orders/cart/ HTTP/1.1" 200 0
INFO 2026-03-19 20:51:21,483 basehttp "OPTIONS /api/auth/profile/ HTTP/1.1" 200 0
INFO 2026-03-19 20:51:21,485 basehttp "OPTIONS /api/orders/cart/ HTTP/1.1" 200 0
INFO 2026-03-19 20:51:21,485 basehttp "OPTIONS /api/auth/profile/ HTTP/1.1" 200 0
INFO 2026-03-19 20:51:21,509 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 20:51:21,541 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 20:51:21,543 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 20:51:21,577 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 20:51:21,600 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 20:51:21,626 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 20:51:21,635 basehttp "GET /api/products/featured/ HTTP/1.1" 200 654
INFO 2026-03-19 20:51:21,661 basehttp "GET /api/products/featured/ HTTP/1.1" 200 654
WARNING 2026-03-19 21:03:09,202 log Unauthorized: /api/products/categories/
WARNING 2026-03-19 21:03:09,202 log Unauthorized: /api/auth/profile/
WARNING 2026-03-19 21:03:09,202 log Unauthorized: /api/products/featured/
WARNING 2026-03-19 21:03:09,202 log Unauthorized: /api/orders/cart/
WARNING 2026-03-19 21:03:09,203 basehttp "GET /api/products/categories/ HTTP/1.1" 401 172
WARNING 2026-03-19 21:03:09,204 basehttp "GET /api/auth/profile/ HTTP/1.1" 401 172
WARNING 2026-03-19 21:03:09,204 basehttp "GET /api/products/featured/ HTTP/1.1" 401 172
WARNING 2026-03-19 21:03:09,205 basehttp "GET /api/orders/cart/ HTTP/1.1" 401 172
WARNING 2026-03-19 21:03:09,208 log Unauthorized: /api/products/categories/
WARNING 2026-03-19 21:03:09,214 log Unauthorized: /api/auth/profile/
WARNING 2026-03-19 21:03:09,216 log Unauthorized: /api/products/featured/
WARNING 2026-03-19 21:03:09,220 log Unauthorized: /api/orders/cart/
WARNING 2026-03-19 21:03:09,220 basehttp "GET /api/products/categories/ HTTP/1.1" 401 172
WARNING 2026-03-19 21:03:09,223 basehttp "GET /api/auth/profile/ HTTP/1.1" 401 172
WARNING 2026-03-19 21:03:09,224 basehttp "GET /api/products/featured/ HTTP/1.1" 401 172
WARNING 2026-03-19 21:03:09,225 basehttp "GET /api/orders/cart/ HTTP/1.1" 401 172
INFO 2026-03-19 21:03:09,229 basehttp "OPTIONS /api/auth/refresh/ HTTP/1.1" 200 0
INFO 2026-03-19 21:03:09,254 basehttp "POST /api/auth/refresh/ HTTP/1.1" 200 582
INFO 2026-03-19 21:03:09,258 basehttp "POST /api/auth/refresh/ HTTP/1.1" 200 582
INFO 2026-03-19 21:03:09,259 basehttp "POST /api/auth/refresh/ HTTP/1.1" 200 582
INFO 2026-03-19 21:03:09,267 basehttp "POST /api/auth/refresh/ HTTP/1.1" 200 582
INFO 2026-03-19 21:03:09,282 basehttp "POST /api/auth/refresh/ HTTP/1.1" 200 582
INFO 2026-03-19 21:03:09,284 basehttp "POST /api/auth/refresh/ HTTP/1.1" 200 582
INFO 2026-03-19 21:03:09,286 basehttp "POST /api/auth/refresh/ HTTP/1.1" 200 582
INFO 2026-03-19 21:03:09,287 basehttp "POST /api/auth/refresh/ HTTP/1.1" 200 582
INFO 2026-03-19 21:03:09,317 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:03:09,330 basehttp "GET /api/products/featured/ HTTP/1.1" 200 654
INFO 2026-03-19 21:03:09,352 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:03:09,359 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:03:09,360 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:03:09,378 basehttp "GET /api/products/featured/ HTTP/1.1" 200 654
INFO 2026-03-19 21:03:09,396 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:03:09,402 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:03:09,686 basehttp "GET /media/profiles/portfolio-3.jpg HTTP/1.1" 304 0
INFO 2026-03-19 21:03:09,881 basehttp "GET /media/categories/Sony_WH-CH720N_Noise_Canceling_Wireless.jpg HTTP/1.1" 304 0
INFO 2026-03-19 21:03:09,887 basehttp "GET /media/categories/portfolio-6.jpg HTTP/1.1" 304 0
INFO 2026-03-19 21:03:14,730 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:03:14,746 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:03:14,764 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:03:14,798 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:04:32,178 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:04:32,214 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:04:32,229 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:04:32,244 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:04:32,244 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:04:32,299 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:04:32,311 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:04:32,311 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:07:51,263 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:07:51,266 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:07:51,348 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:07:51,349 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:07:51,349 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:07:51,362 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:07:51,377 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:07:51,387 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:07:54,916 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:07:54,927 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:07:54,965 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:07:54,991 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:07:54,995 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:07:54,997 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:07:55,018 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:07:55,052 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:09:49,178 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:09:49,206 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:09:49,210 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:09:49,212 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:09:49,227 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:09:49,250 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:09:49,275 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:09:49,283 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:13:30,448 basehttp "GET /admin/products/product/e5cfe1fb-2c0f-4207-a870-a1e50bc0e63a/change/ HTTP/1.1" 200 37270
INFO 2026-03-19 21:13:30,755 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-03-19 21:16:04,734 autoreload C:\Users\Eze Christian\Downloads\Payuee Escrow E-commerce\backend\products\models.py changed, reloading.
INFO 2026-03-19 21:16:06,872 autoreload Watching for file changes with StatReloader
INFO 2026-03-19 21:16:24,595 autoreload Watching for file changes with StatReloader
INFO 2026-03-19 21:16:35,138 basehttp "GET /admin/products/product/e5cfe1fb-2c0f-4207-a870-a1e50bc0e63a/change/ HTTP/1.1" 200 37437
INFO 2026-03-19 21:16:35,209 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-03-19 21:16:54,484 basehttp "POST /admin/products/product/e5cfe1fb-2c0f-4207-a870-a1e50bc0e63a/change/ HTTP/1.1" 302 0
INFO 2026-03-19 21:16:54,562 basehttp "GET /admin/products/product/ HTTP/1.1" 200 22454
INFO 2026-03-19 21:16:54,633 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-03-19 21:17:01,392 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:17:01,430 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:17:01,432 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:17:01,462 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:17:01,463 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:17:01,524 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:17:01,542 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:17:01,571 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:17:01,994 basehttp "GET /media/profiles/portfolio-3.jpg HTTP/1.1" 304 0
INFO 2026-03-19 21:17:10,579 basehttp "GET /api/products/featured/ HTTP/1.1" 200 654
INFO 2026-03-19 21:17:10,606 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:17:10,622 basehttp "GET /api/products/featured/ HTTP/1.1" 200 654
INFO 2026-03-19 21:17:10,644 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:17:10,681 basehttp "GET /media/categories/Sony_WH-CH720N_Noise_Canceling_Wireless.jpg HTTP/1.1" 304 0
INFO 2026-03-19 21:17:10,681 basehttp "GET /media/categories/portfolio-6.jpg HTTP/1.1" 304 0
INFO 2026-03-19 21:17:14,584 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:17:14,606 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:17:14,642 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:17:14,678 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:23:20,736 basehttp "GET /admin/products/product/e5cfe1fb-2c0f-4207-a870-a1e50bc0e63a/change/ HTTP/1.1" 200 37397
INFO 2026-03-19 21:23:20,800 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-03-19 21:23:39,753 basehttp "POST /admin/products/product/e5cfe1fb-2c0f-4207-a870-a1e50bc0e63a/change/ HTTP/1.1" 302 0
INFO 2026-03-19 21:23:39,871 basehttp "GET /admin/products/product/ HTTP/1.1" 200 22454
INFO 2026-03-19 21:23:39,975 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-03-19 21:23:46,720 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:23:46,727 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:23:46,733 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:23:46,740 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:23:46,796 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:23:46,930 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:23:46,930 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:23:46,931 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:25:50,320 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:25:50,337 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:25:50,367 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:25:50,406 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:25:50,417 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:25:50,448 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:25:50,519 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:25:50,522 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:26:02,742 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:26:02,949 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:26:02,983 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:26:02,984 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:26:03,073 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:26:03,119 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:26:03,712 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:26:04,148 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:35:09,856 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:35:09,860 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:35:09,882 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:35:09,912 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:35:09,914 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:35:09,951 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:35:09,982 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:35:09,983 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:35:10,202 basehttp "GET /media/profiles/portfolio-3.jpg HTTP/1.1" 304 0
INFO 2026-03-19 21:35:12,323 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:35:12,334 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:35:12,382 basehttp "GET /api/products/?page=1&ordering=-created_at&category=audio-and-headphones HTTP/1.1" 200 654
INFO 2026-03-19 21:35:12,399 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:35:12,425 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:35:12,441 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:35:12,442 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:35:12,480 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:35:13,604 basehttp "GET /api/products/featured/ HTTP/1.1" 200 654
INFO 2026-03-19 21:35:13,612 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:35:13,640 basehttp "GET /api/products/featured/ HTTP/1.1" 200 654
INFO 2026-03-19 21:35:13,659 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:35:13,742 basehttp "GET /media/categories/Sony_WH-CH720N_Noise_Canceling_Wireless.jpg HTTP/1.1" 304 0
INFO 2026-03-19 21:35:13,751 basehttp "GET /media/categories/portfolio-6.jpg HTTP/1.1" 304 0
INFO 2026-03-19 21:35:48,690 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:35:48,719 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:35:48,735 basehttp "GET /api/products/featured/ HTTP/1.1" 200 654
INFO 2026-03-19 21:35:48,745 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:35:48,757 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:35:48,780 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 148
INFO 2026-03-19 21:35:48,810 basehttp "GET /api/products/featured/ HTTP/1.1" 200 654
INFO 2026-03-19 21:35:48,856 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:36:01,053 basehttp "GET /admin/products/product/add/ HTTP/1.1" 200 34755
INFO 2026-03-19 21:36:01,129 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-03-19 21:39:17,411 basehttp "OPTIONS /api/orders/ HTTP/1.1" 200 0
INFO 2026-03-19 21:39:17,412 basehttp "OPTIONS /api/orders/ HTTP/1.1" 200 0
INFO 2026-03-19 21:39:17,702 basehttp "GET /api/orders/ HTTP/1.1" 200 52
INFO 2026-03-19 21:39:17,715 basehttp "GET /api/orders/ HTTP/1.1" 200 52
INFO 2026-03-19 21:39:20,289 basehttp "GET /api/products/?page=1&ordering=-created_at HTTP/1.1" 200 654
INFO 2026-03-19 21:39:20,307 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:39:20,328 basehttp "GET /api/products/?page=1&ordering=-created_at HTTP/1.1" 200 654
INFO 2026-03-19 21:39:20,362 basehttp "GET /api/products/categories/ HTTP/1.1" 200 1501
INFO 2026-03-19 21:39:22,401 basehttp "OPTIONS /api/products/wishlist/toggle/e5cfe1fb-2c0f-4207-a870-a1e50bc0e63a/ HTTP/1.1" 200 0
INFO 2026-03-19 21:39:24,096 basehttp "POST /api/products/wishlist/toggle/e5cfe1fb-2c0f-4207-a870-a1e50bc0e63a/ HTTP/1.1" 200 59
INFO 2026-03-19 21:39:27,007 basehttp "OPTIONS /api/orders/cart/add/ HTTP/1.1" 200 0
INFO 2026-03-19 21:39:28,758 basehttp "POST /api/orders/cart/add/ HTTP/1.1" 201 1695
INFO 2026-03-19 21:41:43,565 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:41:43,583 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:41:43,588 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:41:43,610 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:41:43,760 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:41:52,845 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:41:52,856 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:41:52,877 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:41:52,905 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:42:05,321 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:42:05,368 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:42:05,423 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:42:05,568 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:44:10,994 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:44:11,007 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:44:11,458 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:44:11,479 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:44:11,706 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:44:19,239 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:44:19,256 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:44:19,268 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:44:19,301 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:44:19,617 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:50:12,849 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:50:12,885 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:50:12,917 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:50:12,956 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:50:13,150 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:50:13,376 basehttp "GET /media/profiles/portfolio-3.jpg HTTP/1.1" 304 0
INFO 2026-03-19 21:52:32,690 basehttp "OPTIONS /api/orders/checkout/summary/ HTTP/1.1" 200 0
INFO 2026-03-19 21:52:32,729 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:52:32,741 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
INFO 2026-03-19 21:52:32,776 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 897
INFO 2026-03-19 21:52:32,788 basehttp "GET /api/auth/profile/ HTTP/1.1" 200 670
ERROR 2026-03-19 21:52:34,504 log Internal Server Error: /api/orders/checkout/summary/
Traceback (most recent call last):
  File "C:\Users\Eze Christian\Downloads\Payuee Escrow E-commerce\backend\venv\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\Eze Christian\Downloads\Payuee Escrow E-commerce\backend\venv\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\Eze Christian\Downloads\Payuee Escrow E-commerce\backend\venv\lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "C:\Users\Eze Christian\Downloads\Payuee Escrow E-commerce\backend\venv\lib\site-packages\django\views\generic\base.py", line 105, in view
    return self.dispatch(request, *args, **kwargs)
  File "C:\Users\Eze Christian\Downloads\Payuee Escrow E-commerce\backend\venv\lib\site-packages\rest_framework\views.py", line 515, in dispatch
    response = self.handle_exception(exc)
  File "C:\Users\Eze Christian\Downloads\Payuee Escrow E-commerce\backend\venv\lib\site-packages\rest_framework\views.py", line 475, in handle_exception
    self.raise_uncaught_exception(exc)
  File "C:\Users\Eze Christian\Downloads\Payuee Escrow E-commerce\backend\venv\lib\site-packages\rest_framework\views.py", line 486, in raise_uncaught_exception
    raise exc
  File "C:\Users\Eze Christian\Downloads\Payuee Escrow E-commerce\backend\venv\lib\site-packages\rest_framework\views.py", line 512, in dispatch
    response = handler(request, *args, **kwargs)
  File "C:\Users\Eze Christian\Downloads\Payuee Escrow E-commerce\backend\venv\lib\site-packages\rest_framework\decorators.py", line 50, in handler
    return func(*args, **kwargs)
  File "C:\Users\Eze Christian\Downloads\Payuee Escrow E-commerce\backend\orders\views.py", line 360, in get_order_summary
    tax = subtotal * 0.08
TypeError: unsupported operand type(s) for *: 'decimal.Decimal' and 'float'
ERROR 2026-03-19 21:52:34,508 basehttp "GET /api/orders/checkout/summary/ HTTP/1.1" 500 103192
ERROR 2026-03-19 21:52:34,570 log Internal Server Error: /api/orders/checkout/summary/
Traceback (most recent call last):
  File "C:\Users\Eze Christian\Downloads\Payuee Escrow E-commerce\backend\venv\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\Eze Christian\Downloads\Payuee Escrow E-commerce\backend\venv\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
